year,Month,Day,Max at 7h (�F),Min at 7h (�F),max temp,Min at 7h (�C)
1909,12,20,41,30,5,-1.1
1909,12,21,46,28,7.8,-2.2
1909,12,22,50,40,10,4.4
1909,12,23,49,46,9.4,7.8
1909,12,24,47,35,8.3,1.7
1909,12,25,51,34,10.6,1.1
1909,12,26,51,38,10.6,3.3
1909,12,27,52,48,11.1,8.9
1909,12,28,51,48,10.6,8.9
1909,12,29,48,46,8.9,7.8
1909,12,30,50,44,10,6.7
1909,12,31,50,47,10,8.3
1910,1,1,52,38,11.1,3.3
1910,1,2,51,48,10.6,8.9
1910,1,3,50,48,10,8.9
1910,1,4,49,44,9.4,6.7
1910,1,5,49,48,9.4,8.9
1910,1,6,48,47,8.9,8.3
1910,1,7,49,45,9.4,7.2
1910,1,8,52,46,11.1,7.8
1910,1,9,52,46,11.1,7.8
1910,1,10,47,43,8.3,6.1
1910,1,11,43,37,6.1,2.8
1910,1,12,43,35,6.1,1.7
1910,1,13,50,37,10,2.8
1910,1,14,51,40,10.6,4.4
1910,1,15,51,46,10.6,7.8
1910,1,16,49,46,9.4,7.8
1910,1,17,46,37,7.8,2.8
1910,1,18,46,37,7.8,2.8
1910,1,19,46,42,7.8,5.6
1910,1,20,43,37,6.1,2.8
1910,1,21,41,37,5,2.8
1910,1,22,45,32,7.2,0
1910,1,23,49,33,9.4,0.6
1910,1,24,44,37,6.7,2.8
1910,1,25,43,37,6.1,2.8
1910,1,26,38,30,3.3,-1.1
1910,1,27,42,31,5.6,-0.6
1910,1,28,38,30,3.3,-1.1
1910,1,29,41,33,5,0.6
1910,1,30,45,33,7.2,0.6
1910,1,31,47,35,8.3,1.7
1910,2,1,47,33,8.3,0.6
1910,2,2,45,35,7.2,1.7
1910,2,3,44,37,6.7,2.8
1910,2,4,49,36,9.4,2.2
1910,2,5,53,38,11.7,3.3
1910,2,6,54,48,12.2,8.9
1910,2,7,52,50,11.1,10
1910,2,8,46,42,7.8,5.6
1910,2,9,49,37,9.4,2.8
1910,2,10,51,36,10.6,2.2
1910,2,11,46,41,7.8,5
1910,2,12,52,37,11.1,2.8
1910,2,13,49,42,9.4,5.6
1910,2,14,48,35,8.9,1.7
1910,2,15,45,36,7.2,2.2
1910,2,16,50,37,10,2.8
1910,2,17,50,38,10,3.3
1910,2,18,48,40,8.9,4.4
1910,2,19,49,41,9.4,5
1910,2,20,49,40,9.4,4.4
1910,2,21,45,40,7.2,4.4
1910,2,22,46,37,7.8,2.8
1910,2,23,46,35,7.8,1.7
1910,2,24,45,34,7.2,1.1
1910,2,25,47,38,8.3,3.3
1910,2,26,46,38,7.8,3.3
1910,2,27,48,37,8.9,2.8
1910,2,28,47,39,8.3,3.9
1910,3,1,49,36,9.4,2.2
1910,3,2,50,43,10,6.1
1910,3,3,49,44,9.4,6.7
1910,3,4,47,46,8.3,7.8
1910,3,5,51,46,10.6,7.8
1910,3,6,50,46,10,7.8
1910,3,7,50,42,10,5.6
1910,3,8,51,47,10.6,8.3
1910,3,9,48,47,8.9,8.3
1910,3,10,49,38,9.4,3.3
1910,3,11,49,37,9.4,2.8
1910,3,12,47,37,8.3,2.8
1910,3,13,47,35,8.3,1.7
1910,3,14,46,37,7.8,2.8
1910,3,15,50,39,10,3.9
1910,3,16,50,39,10,3.9
1910,3,17,50,45,10,7.2
1910,3,18,46,38,7.8,3.3
1910,3,19,49,39,9.4,3.9
1910,3,20,56,40,13.3,4.4
1910,3,21,51,43,10.6,6.1
1910,3,22,51,39,10.6,3.9
1910,3,23,49,40,9.4,4.4
1910,3,24,49,44,9.4,6.7
1910,3,25,48,42,8.9,5.6
1910,3,26,49,45,9.4,7.2
1910,3,27,49,46,9.4,7.8
1910,3,28,51,40,10.6,4.4
1910,3,29,49,35,9.4,1.7
1910,3,30,50,38,10,3.3
1910,3,31,48,40,8.9,4.4
1910,4,1,49,33,9.4,0.6
1910,4,2,46,36,7.8,2.2
1910,4,3,48,37,8.9,2.8
1910,4,4,49,37,9.4,2.8
1910,4,5,50,39,10,3.9
1910,4,6,47,39,8.3,3.9
1910,4,7,45,42,7.2,5.6
1910,4,8,49,43,9.4,6.1
1910,4,9,51,35,10.6,1.7
1910,4,10,51,36,10.6,2.2
1910,4,11,51,39,10.6,3.9
1910,4,12,50,47,10,8.3
1910,4,13,48,37,8.9,2.8
1910,4,14,49,35,9.4,1.7
1910,4,15,51,41,10.6,5
1910,4,16,48,39,8.9,3.9
1910,4,17,50,35,10,1.7
1910,4,18,58,38,14.4,3.3
1910,4,19,57,50,13.9,10
1910,4,20,59,51,15,10.6
1910,4,21,61,49,16.1,9.4
1910,4,22,53,48,11.7,8.9
1910,4,23,54,42,12.2,5.6
1910,4,24,50,40,10,4.4
1910,4,25,49,39,9.4,3.9
1910,4,26,50,38,10,3.3
1910,4,27,51,41,10.6,5
1910,4,28,52,47,11.1,8.3
1910,4,29,54,39,12.2,3.9
1910,4,30,56,44,13.3,6.7
1910,5,1,62,45,16.7,7.2
1910,5,2,56,48,13.3,8.9
1910,5,3,52,40,11.1,4.4
1910,5,4,53,41,11.7,5
1910,5,5,52,44,11.1,6.7
1910,5,6,51,42,10.6,5.6
1910,5,7,50,39,10,3.9
1910,5,8,48,38,8.9,3.3
1910,5,9,52,39,11.1,3.9
1910,5,10,50,43,10,6.1
1910,5,11,51,46,10.6,7.8
1910,5,12,54,41,12.2,5
1910,5,13,56,46,13.3,7.8
1910,5,14,56,47,13.3,8.3
1910,5,15,60,49,15.6,9.4
1910,5,16,65,48,18.3,8.9
1910,5,17,70,52,21.1,11.1
1910,5,18,58,53,14.4,11.7
1910,5,19,56,49,13.3,9.4
1910,5,20,62,50,16.7,10
1910,5,21,58,45,14.4,7.2
1910,5,22,64,49,17.8,9.4
1910,5,23,66,52,18.9,11.1
1910,5,24,63,53,17.2,11.7
1910,5,25,62,50,16.7,10
1910,5,26,64,43,17.8,6.1
1910,5,27,69,53,20.6,11.7
1910,5,28,61,52,16.1,11.1
1910,5,29,62,54,16.7,12.2
1910,5,30,55,47,12.8,8.3
1910,5,31,59,50,15,10
1910,6,1,54,42,12.2,5.6
1910,6,2,59,49,15,9.4
1910,6,3,57,48,13.9,8.9
1910,6,4,56,49,13.3,9.4
1910,6,5,59,48,15,8.9
1910,6,6,62,50,16.7,10
1910,6,7,59,50,15,10
1910,6,8,60,53,15.6,11.7
1910,6,9,62,53,16.7,11.7
1910,6,10,65,52,18.3,11.1
1910,6,11,65,53,18.3,11.7
1910,6,12,61,49,16.1,9.4
1910,6,13,63,51,17.2,10.6
1910,6,14,61,46,16.1,7.8
1910,6,15,62,53,16.7,11.7
1910,6,16,61,53,16.1,11.7
1910,6,17,59,53,15,11.7
1910,6,18,63,56,17.2,13.3
1910,6,19,61,57,16.1,13.9
1910,6,20,59,55,15,12.8
1910,6,21,62,53,16.7,11.7
1910,6,22,60,52,15.6,11.1
1910,6,23,61,52,16.1,11.1
1910,6,24,61,55,16.1,12.8
1910,6,25,63,54,17.2,12.2
1910,6,26,62,52,16.7,11.1
1910,6,27,59,51,15,10.6
1910,6,28,60,53,15.6,11.7
1910,6,29,59,51,15,10.6
1910,6,30,61,51,16.1,10.6
1910,7,1,60,52,15.6,11.1
1910,7,2,60,50,15.6,10
1910,7,3,57,52,13.9,11.1
1910,7,4,61,52,16.1,11.1
1910,7,5,63,52,17.2,11.1
1910,7,6,60,54,15.6,12.2
1910,7,7,65,50,18.3,10
1910,7,8,63,51,17.2,10.6
1910,7,9,63,50,17.2,10
1910,7,10,72,52,22.2,11.1
1910,7,11,62,53,16.7,11.7
1910,7,12,65,51,18.3,10.6
1910,7,13,67,54,19.4,12.2
1910,7,14,69,54,20.6,12.2
1910,7,15,64,56,17.8,13.3
1910,7,16,59,54,15,12.2
1910,7,17,65,56,18.3,13.3
1910,7,18,69,53,20.6,11.7
1910,7,19,61,53,16.1,11.7
1910,7,20,64,56,17.8,13.3
1910,7,21,64,56,17.8,13.3
1910,7,22,64,54,17.8,12.2
1910,7,23,62,55,16.7,12.8
1910,7,24,62,53,16.7,11.7
1910,7,25,60,53,15.6,11.7
1910,7,26,62,49,16.7,9.4
1910,7,27,62,52,16.7,11.1
1910,7,28,61,56,16.1,13.3
1910,7,29,61,50,16.1,10
1910,7,30,60,53,15.6,11.7
1910,7,31,61,53,16.1,11.7
1910,8,1,56,51,13.3,10.6
1910,8,2,64,52,17.8,11.1
1910,8,3,61,51,16.1,10.6
1910,8,4,63,53,17.2,11.7
1910,8,5,64,53,17.8,11.7
1910,8,6,60,47,15.6,8.3
1910,8,7,64,54,17.8,12.2
1910,8,8,60,55,15.6,12.8
1910,8,9,62,54,16.7,12.2
1910,8,10,63,52,17.2,11.1
1910,8,11,61,54,16.1,12.2
1910,8,12,68,58,20,14.4
1910,8,13,65,56,18.3,13.3
1910,8,14,61,58,16.1,14.4
1910,8,15,63,54,17.2,12.2
1910,8,16,62,52,16.7,11.1
1910,8,17,65,58,18.3,14.4
1910,8,18,61,55,16.1,12.8
1910,8,19,65,54,18.3,12.2
1910,8,20,62,56,16.7,13.3
1910,8,21,63,57,17.2,13.9
1910,8,22,61,52,16.1,11.1
1910,8,23,59,53,15,11.7
1910,8,24,63,50,17.2,10
1910,8,25,61,54,16.1,12.2
1910,8,26,61,52,16.1,11.1
1910,8,27,58,52,14.4,11.1
1910,8,28,60,51,15.6,10.6
1910,8,29,61,52,16.1,11.1
1910,8,30,62,53,16.7,11.7
1910,8,31,66,53,18.9,11.7
1910,9,1,65,58,18.3,14.4
1910,9,2,67,53,19.4,11.7
1910,9,3,64,53,17.8,11.7
1910,9,4,60,50,15.6,10
1910,9,5,66,50,18.9,10
1910,9,6,62,53,16.7,11.7
1910,9,7,62,53,16.7,11.7
1910,9,8,61,50,16.1,10
1910,9,9,62,53,16.7,11.7
1910,9,10,62,54,16.7,12.2
1910,9,11,62,55,16.7,12.8
1910,9,12,62,51,16.7,10.6
1910,9,13,63,52,17.2,11.1
1910,9,14,63,52,17.2,11.1
1910,9,15,60,50,15.6,10
1910,9,16,60,48,15.6,8.9
1910,9,17,59,47,15,8.3
1910,9,18,60,51,15.6,10.6
1910,9,19,61,51,16.1,10.6
1910,9,20,58,43,14.4,6.1
1910,9,21,59,44,15,6.7
1910,9,22,60,46,15.6,7.8
1910,9,23,58,52,14.4,11.1
1910,9,24,63,46,17.2,7.8
1910,9,25,59,46,15,7.8
1910,9,26,62,52,16.7,11.1
1910,9,27,62,53,16.7,11.7
1910,9,28,62,57,16.7,13.9
1910,9,29,59,54,15,12.2
1910,9,30,58,44,14.4,6.7
1910,10,1,59,45,15,7.2
1910,10,2,59,57,15,13.9
1910,10,3,61,49,16.1,9.4
1910,10,4,64,51,17.8,10.6
1910,10,5,62,48,16.7,8.9
1910,10,6,58,48,14.4,8.9
1910,10,7,60,49,15.6,9.4
1910,10,8,61,49,16.1,9.4
1910,10,9,56,49,13.3,9.4
1910,10,10,61,52,16.1,11.1
1910,10,11,55,52,12.8,11.1
1910,10,12,53,44,11.7,6.7
1910,10,13,54,44,12.2,6.7
1910,10,14,55,44,12.8,6.7
1910,10,15,55,49,12.8,9.4
1910,10,16,57,47,13.9,8.3
1910,10,17,57,50,13.9,10
1910,10,18,57,50,13.9,10
1910,10,19,56,49,13.3,9.4
1910,10,20,54,44,12.2,6.7
1910,10,21,55,44,12.8,6.7
1910,10,22,56,45,13.3,7.2
1910,10,23,55,52,12.8,11.1
1910,10,24,55,52,12.8,11.1
1910,10,25,56,52,13.3,11.1
1910,10,26,56,53,13.3,11.7
1910,10,27,54,53,12.2,11.7
1910,10,28,53,51,11.7,10.6
1910,10,29,55,51,12.8,10.6
1910,10,30,56,50,13.3,10
1910,10,31,53,41,11.7,5
1910,11,1,51,42,10.6,5.6
1910,11,2,50,43,10,6.1
1910,11,3,51,42,10.6,5.6
1910,11,4,50,44,10,6.7
1910,11,5,49,41,9.4,5
1910,11,6,53,41,11.7,5
1910,11,7,50,43,10,6.1
1910,11,8,47,39,8.3,3.9
1910,11,9,48,37,8.9,2.8
1910,11,10,52,35,11.1,1.7
1910,11,11,47,42,8.3,5.6
1910,11,12,53,37,11.7,2.8
1910,11,13,49,42,9.4,5.6
1910,11,14,50,43,10,6.1
1910,11,15,46,43,7.8,6.1
1910,11,16,43,37,6.1,2.8
1910,11,17,42,32,5.6,0
1910,11,18,46,32,7.8,0
1910,11,19,47,35,8.3,1.7
1910,11,20,45,35,7.2,1.7
1910,11,21,46,40,7.8,4.4
1910,11,22,52,41,11.1,5
1910,11,23,56,45,13.3,7.2
1910,11,24,50,48,10,8.9
1910,11,25,51,44,10.6,6.7
1910,11,26,50,39,10,3.9
1910,11,27,45,39,7.2,3.9
1910,11,28,46,38,7.8,3.3
1910,11,29,42,34,5.6,1.1
1910,11,30,41,31,5,-0.6
1910,12,1,42,35,5.6,1.7
1910,12,2,46,37,7.8,2.8
1910,12,3,47,42,8.3,5.6
1910,12,4,45,43,7.2,6.1
1910,12,5,46,42,7.8,5.6
1910,12,6,51,38,10.6,3.3
1910,12,7,50,43,10,6.1
1910,12,8,51,48,10.6,8.9
1910,12,9,51,48,10.6,8.9
1910,12,10,50,44,10,6.7
1910,12,11,50,46,10,7.8
1910,12,12,50,46,10,7.8
1910,12,13,52,44,11.1,6.7
1910,12,14,51,46,10.6,7.8
1910,12,15,51,47,10.6,8.3
1910,12,16,51,47,10.6,8.3
1910,12,17,50,46,10,7.8
1910,12,18,52,43,11.1,6.1
1910,12,19,53,45,11.7,7.2
1910,12,20,51,50,10.6,10
1910,12,21,48,40,8.9,4.4
1910,12,22,50,35,10,1.7
1910,12,23,53,34,11.7,1.1
1910,12,24,53,50,11.7,10
1910,12,25,48,45,8.9,7.2
1910,12,26,48,44,8.9,6.7
1910,12,27,45,42,7.2,5.6
1910,12,28,49,34,9.4,1.1
1910,12,29,47,35,8.3,1.7
1910,12,30,47,43,8.3,6.1
1910,12,31,50,43,10,6.1
1911,1,1,51,45,10.6,7.2
1911,1,2,40,32,4.4,0
1911,1,3,41,33,5,0.6
1911,1,4,44,34,6.7,1.1
1911,1,5,48,35,8.9,1.7
1911,1,6,45,43,7.2,6.1
1911,1,7,50,39,10,3.9
1911,1,8,52,42,11.1,5.6
1911,1,9,47,45,8.3,7.2
1911,1,10,49,35,9.4,1.7
1911,1,11,49,34,9.4,1.1
1911,1,12,43,35,6.1,1.7
1911,1,13,41,33,5,0.6
1911,1,14,45,31,7.2,-0.6
1911,1,15,46,38,7.8,3.3
1911,1,16,48,41,8.9,5
1911,1,17,47,40,8.3,4.4
1911,1,18,47,45,8.3,7.2
1911,1,19,47,44,8.3,6.7
1911,1,20,45,41,7.2,5
1911,1,21,48,41,8.9,5
1911,1,22,47,41,8.3,5
1911,1,23,49,35,9.4,1.7
1911,1,24,49,35,9.4,1.7
1911,1,25,52,45,11.1,7.2
1911,1,26,49,48,9.4,8.9
1911,1,27,50,47,10,8.3
1911,1,28,49,48,9.4,8.9
1911,1,29,48,47,8.9,8.3
1911,1,30,47,45,8.3,7.2
1911,1,31,43,39,6.1,3.9
1911,2,1,45,33,7.2,0.6
1911,2,2,42,31,5.6,-0.6
1911,2,3,46,31,7.8,-0.6
1911,2,4,44,33,6.7,0.6
1911,2,5,43,39,6.1,3.9
1911,2,6,42,39,5.6,3.9
1911,2,7,42,32,5.6,0
1911,2,8,45,35,7.2,1.7
1911,2,9,46,36,7.8,2.2
1911,2,10,47,42,8.3,5.6
1911,2,11,47,33,8.3,0.6
1911,2,12,47,33,8.3,0.6
1911,2,13,48,43,8.9,6.1
1911,2,14,48,46,8.9,7.8
1911,2,15,49,38,9.4,3.3
1911,2,16,51,37,10.6,2.8
1911,2,17,53,45,11.7,7.2
1911,2,18,52,45,11.1,7.2
1911,2,19,49,39,9.4,3.9
1911,2,20,49,37,9.4,2.8
1911,2,21,51,37,10.6,2.8
1911,2,22,51,41,10.6,5
1911,2,23,51,41,10.6,5
1911,2,24,52,42,11.1,5.6
1911,2,25,55,43,12.8,6.1
1911,2,26,51,41,10.6,5
1911,2,27,51,42,10.6,5.6
1911,2,28,51,47,10.6,8.3
1911,3,1,51,40,10.6,4.4
1911,3,2,57,41,13.9,5
1911,3,3,52,49,11.1,9.4
1911,3,4,50,48,10,8.9
1911,3,5,47,37,8.3,2.8
1911,3,6,47,37,8.3,2.8
1911,3,7,48,36,8.9,2.2
1911,3,8,50,36,10,2.2
1911,3,9,49,36,9.4,2.2
1911,3,10,51,37,10.6,2.8
1911,3,11,49,38,9.4,3.3
1911,3,12,47,40,8.3,4.4
1911,3,13,46,38,7.8,3.3
1911,3,14,49,36,9.4,2.2
1911,3,15,48,39,8.9,3.9
1911,3,16,49,36,9.4,2.2
1911,3,17,45,36,7.2,2.2
1911,3,18,43,39,6.1,3.9
1911,3,19,45,39,7.2,3.9
1911,3,20,50,41,10,5
1911,3,21,48,38,8.9,3.3
1911,3,22,47,39,8.3,3.9
1911,3,23,46,44,7.8,6.7
1911,3,24,47,42,8.3,5.6
1911,3,25,48,37,8.9,2.8
1911,3,26,48,32,8.9,0
1911,3,27,52,33,11.1,0.6
1911,3,28,45,35,7.2,1.7
1911,3,29,50,37,10,2.8
1911,3,30,47,40,8.3,4.4
1911,3,31,53,44,11.7,6.7
1911,4,1,51,44,10.6,6.7
1911,4,2,51,46,10.6,7.8
1911,4,3,51,39,10.6,3.9
1911,4,4,47,33,8.3,0.6
1911,4,5,45,33,7.2,0.6
1911,4,6,44,30,6.7,-1.1
1911,4,7,46,31,7.8,-0.6
1911,4,8,50,36,10,2.2
1911,4,9,50,38,10,3.3
1911,4,10,50,40,10,4.4
1911,4,11,49,37,9.4,2.8
1911,4,12,50,34,10,1.1
1911,4,13,54,36,12.2,2.2
1911,4,14,55,43,12.8,6.1
1911,4,15,56,36,13.3,2.2
1911,4,16,55,41,12.8,5
1911,4,17,51,46,10.6,7.8
1911,4,18,50,47,10,8.3
1911,4,19,52,45,11.1,7.2
1911,4,20,51,41,10.6,5
1911,4,21,52,42,11.1,5.6
1911,4,22,52,49,11.1,9.4
1911,4,23,57,48,13.9,8.9
1911,4,24,52,44,11.1,6.7
1911,4,25,57,47,13.9,8.3
1911,4,26,54,44,12.2,6.7
1911,4,27,55,46,12.8,7.8
1911,4,28,53,45,11.7,7.2
1911,4,29,51,41,10.6,5
1911,4,30,57,44,13.9,6.7
1911,5,1,51,41,10.6,5
1911,5,2,53,47,11.7,8.3
1911,5,3,54,47,12.2,8.3
1911,5,4,53,43,11.7,6.1
1911,5,5,57,45,13.9,7.2
1911,5,6,54,40,12.2,4.4
1911,5,7,53,49,11.7,9.4
1911,5,8,52,49,11.1,9.4
1911,5,9,58,46,14.4,7.8
1911,5,10,63,48,17.2,8.9
1911,5,11,64,52,17.8,11.1
1911,5,12,63,51,17.2,10.6
1911,5,13,60,52,15.6,11.1
1911,5,14,58,51,14.4,10.6
1911,5,15,56,46,13.3,7.8
1911,5,16,60,49,15.6,9.4
1911,5,17,59,44,15,6.7
1911,5,18,58,47,14.4,8.3
1911,5,19,67,48,19.4,8.9
1911,5,20,63,50,17.2,10
1911,5,21,62,47,16.7,8.3
1911,5,22,63,51,17.2,10.6
1911,5,23,57,50,13.9,10
1911,5,24,57,54,13.9,12.2
1911,5,25,55,51,12.8,10.6
1911,5,26,63,49,17.2,9.4
1911,5,27,67,50,19.4,10
1911,5,28,65,48,18.3,8.9
1911,5,29,70,50,21.1,10
1911,5,30,66,53,18.9,11.7
1911,5,31,64,47,17.8,8.3
1911,6,1,64,52,17.8,11.1
1911,6,2,62,52,16.7,11.1
1911,6,3,64,54,17.8,12.2
1911,6,4,68,55,20,12.8
1911,6,5,68,52,20,11.1
1911,6,6,67,55,19.4,12.8
1911,6,7,68,54,20,12.2
1911,6,8,70,57,21.1,13.9
1911,6,9,69,53,20.6,11.7
1911,6,10,60,48,15.6,8.9
1911,6,11,65,53,18.3,11.7
1911,6,12,66,54,18.9,12.2
1911,6,13,64,48,17.8,8.9
1911,6,14,61,51,16.1,10.6
1911,6,15,61,54,16.1,12.2
1911,6,16,60,55,15.6,12.8
1911,6,17,63,57,17.2,13.9
1911,6,18,65,50,18.3,10
1911,6,19,64,54,17.8,12.2
1911,6,20,63,49,17.2,9.4
1911,6,21,62,53,16.7,11.7
1911,6,22,60,56,15.6,13.3
1911,6,23,61,50,16.1,10
1911,6,24,62,48,16.7,8.9
1911,6,25,56,49,13.3,9.4
1911,6,26,60,49,15.6,9.4
1911,6,27,67,51,19.4,10.6
1911,6,28,65,54,18.3,12.2
1911,6,29,61,55,16.1,12.8
1911,6,30,63,53,17.2,11.7
1911,7,1,61,51,16.1,10.6
1911,7,2,61,48,16.1,8.9
1911,7,3,60,48,15.6,8.9
1911,7,4,66,51,18.9,10.6
1911,7,5,62,51,16.7,10.6
1911,7,6,64,51,17.8,10.6
1911,7,7,68,54,20,12.2
1911,7,8,70,58,21.1,14.4
1911,7,9,72,57,22.2,13.9
1911,7,10,66,59,18.9,15
1911,7,11,66,52,18.9,11.1
1911,7,12,72,56,22.2,13.3
1911,7,13,74,58,23.3,14.4
1911,7,14,75,59,23.9,15
1911,7,15,75,58,23.9,14.4
1911,7,16,72,56,22.2,13.3
1911,7,17,74,57,23.3,13.9
1911,7,18,67,55,19.4,12.8
1911,7,19,65,56,18.3,13.3
1911,7,20,62,59,16.7,15
1911,7,21,65,60,18.3,15.6
1911,7,22,66,56,18.9,13.3
1911,7,23,66,56,18.9,13.3
1911,7,24,67,50,19.4,10
1911,7,25,65,55,18.3,12.8
1911,7,26,66,58,18.9,14.4
1911,7,27,65,58,18.3,14.4
1911,7,28,69,59,20.6,15
1911,7,29,70,57,21.1,13.9
1911,7,30,67,60,19.4,15.6
1911,7,31,67,61,19.4,16.1
1911,8,1,67,60,19.4,15.6
1911,8,2,64,60,17.8,15.6
1911,8,3,66,59,18.9,15
1911,8,4,62,55,16.7,12.8
1911,8,5,65,58,18.3,14.4
1911,8,6,67,57,19.4,13.9
1911,8,7,64,59,17.8,15
1911,8,8,66,58,18.9,14.4
1911,8,9,63,58,17.2,14.4
1911,8,10,66,52,18.9,11.1
1911,8,11,72,52,22.2,11.1
1911,8,12,68,56,20,13.3
1911,8,13,70,58,21.1,14.4
1911,8,14,74,60,23.3,15.6
1911,8,15,71,62,21.7,16.7
1911,8,16,69,55,20.6,12.8
1911,8,17,70,63,21.1,17.2
1911,8,18,71,59,21.7,15
1911,8,19,66,57,18.9,13.9
1911,8,20,67,58,19.4,14.4
1911,8,21,73,57,22.8,13.9
1911,8,22,70,53,21.1,11.7
1911,8,23,68,55,20,12.8
1911,8,24,66,57,18.9,13.9
1911,8,25,68,56,20,13.3
1911,8,26,65,58,18.3,14.4
1911,8,27,62,56,16.7,13.3
1911,8,28,66,55,18.9,12.8
1911,8,29,65,55,18.3,12.8
1911,8,30,67,50,19.4,10
1911,8,31,64,53,17.8,11.7
1911,9,1,66,59,18.9,15
1911,9,2,68,55,20,12.8
1911,9,3,64,52,17.8,11.1
1911,9,4,68,54,20,12.2
1911,9,5,67,55,19.4,12.8
1911,9,6,67,51,19.4,10.6
1911,9,7,65,52,18.3,11.1
1911,9,8,73,55,22.8,12.8
1911,9,9,65,53,18.3,11.7
1911,9,10,65,54,18.3,12.2
1911,9,11,70,62,21.1,16.7
1911,9,12,58,57,14.4,13.9
1911,9,13,61,49,16.1,9.4
1911,9,14,63,49,17.2,9.4
1911,9,15,61,46,16.1,7.8
1911,9,16,59,44,15,6.7
1911,9,17,62,46,16.7,7.8
1911,9,18,63,47,17.2,8.3
1911,9,19,60,50,15.6,10
1911,9,20,57,52,13.9,11.1
1911,9,21,60,46,15.6,7.8
1911,9,22,62,49,16.7,9.4
1911,9,23,64,51,17.8,10.6
1911,9,24,62,51,16.7,10.6
1911,9,25,60,48,15.6,8.9
1911,9,26,61,52,16.1,11.1
1911,9,27,61,53,16.1,11.7
1911,9,28,58,51,14.4,10.6
1911,9,29,59,45,15,7.2
1911,9,30,57,51,13.9,10.6
1911,10,1,53,45,11.7,7.2
1911,10,2,56,45,13.3,7.2
1911,10,3,56,45,13.3,7.2
1911,10,4,55,43,12.8,6.1
1911,10,5,57,45,13.9,7.2
1911,10,6,59,48,15,8.9
1911,10,7,59,45,15,7.2
1911,10,8,59,45,15,7.2
1911,10,9,57,44,13.9,6.7
1911,10,10,55,44,12.8,6.7
1911,10,11,57,46,13.9,7.8
1911,10,12,57,53,13.9,11.7
1911,10,13,59,54,15,12.2
1911,10,14,59,55,15,12.8
1911,10,15,59,55,15,12.8
1911,10,16,56,54,13.3,12.2
1911,10,17,57,53,13.9,11.7
1911,10,18,58,53,14.4,11.7
1911,10,19,58,53,14.4,11.7
1911,10,20,58,54,14.4,12.2
1911,10,21,57,52,13.9,11.1
1911,10,22,58,50,14.4,10
1911,10,23,54,50,12.2,10
1911,10,24,54,47,12.2,8.3
1911,10,25,55,38,12.8,3.3
1911,10,26,54,40,12.2,4.4
1911,10,27,51,42,10.6,5.6
1911,10,28,51,41,10.6,5
1911,10,29,57,38,13.9,3.3
1911,10,30,57,48,13.9,8.9
1911,10,31,53,44,11.7,6.7
1911,11,1,53,43,11.7,6.1
1911,11,2,53,45,11.7,7.2
1911,11,3,55,45,12.8,7.2
1911,11,4,57,47,13.9,8.3
1911,11,5,50,45,10,7.2
1911,11,6,50,41,10,5
1911,11,7,53,42,11.7,5.6
1911,11,8,46,40,7.8,4.4
1911,11,9,49,33,9.4,0.6
1911,11,10,49,38,9.4,3.3
1911,11,11,51,33,10.6,0.6
1911,11,12,48,45,8.9,7.2
1911,11,13,52,43,11.1,6.1
1911,11,14,53,43,11.7,6.1
1911,11,15,53,51,11.7,10.6
1911,11,16,52,49,11.1,9.4
1911,11,17,49,44,9.4,6.7
1911,11,18,47,41,8.3,5
1911,11,19,48,40,8.9,4.4
1911,11,20,48,41,8.9,5
1911,11,21,42,37,5.6,2.8
1911,11,22,43,34,6.1,1.1
1911,11,23,44,34,6.7,1.1
1911,11,24,46,39,7.8,3.9
1911,11,25,46,41,7.8,5
1911,11,26,46,43,7.8,6.1
1911,11,27,42,36,5.6,2.2
1911,11,28,48,35,8.9,1.7
1911,11,29,50,34,10,1.1
1911,11,30,51,34,10.6,1.1
1911,12,1,50,45,10,7.2
1911,12,2,51,42,10.6,5.6
1911,12,3,48,44,8.9,6.7
1911,12,4,49,37,9.4,2.8
1911,12,5,45,38,7.2,3.3
1911,12,6,48,34,8.9,1.1
1911,12,7,46,36,7.8,2.2
1911,12,8,48,37,8.9,2.8
1911,12,9,48,38,8.9,3.3
1911,12,10,48,38,8.9,3.3
1911,12,11,47,39,8.3,3.9
1911,12,12,50,40,10,4.4
1911,12,13,48,46,8.9,7.8
1911,12,14,48,44,8.9,6.7
1911,12,15,49,40,9.4,4.4
1911,12,16,51,41,10.6,5
1911,12,17,52,48,11.1,8.9
1911,12,18,53,49,11.7,9.4
1911,12,19,50,46,10,7.8
1911,12,20,49,43,9.4,6.1
1911,12,21,47,42,8.3,5.6
1911,12,22,50,40,10,4.4
1911,12,23,50,37,10,2.8
1911,12,24,48,38,8.9,3.3
1911,12,25,48,39,8.9,3.9
1911,12,26,53,41,11.7,5
1911,12,27,53,44,11.7,6.7
1911,12,28,51,46,10.6,7.8
1911,12,29,50,48,10,8.9
1911,12,30,46,41,7.8,5
1911,12,31,49,41,9.4,5
1912,1,1,49,46,9.4,7.8
1912,1,2,49,46,9.4,7.8
1912,1,3,51,46,10.6,7.8
1912,1,4,51,48,10.6,8.9
1912,1,5,52,40,11.1,4.4
1912,1,6,54,39,12.2,3.9
1912,1,7,46,42,7.8,5.6
1912,1,8,51,35,10.6,1.7
1912,1,9,50,45,10,7.2
1912,1,10,50,44,10,6.7
